departamento;distrito;barrio
ALTO PARANA;SANTA RITA;FRACCION SNEIDER
ALTO PARANA;SANTA RITA;CERRO LARGO
ALTO PARANA;MINGA GUAZU;CALLE 30 SANTA CATALINA SUB-URBANO
ALTO PARANA;MINGA GUAZU;CALLE 16 MONDAY
ALTO PARANA;MINGA GUAZU;CALLE 14 MONDAY
SAN PEDRO;CAPIIBARY;SANTO DOMINGO
ALTO PARANA;MINGA GUAZU;KILOMETRO 30 VIRGEN DEL CARMEN SUB-URBANO
ALTO PARANA;MINGA GUAZU;CALLE 14 ACARAY
ALTO PARANA;MINGA GUAZU;CALLE 20 MONDAY SUB-URBANO
ALTO PARANA;MINGA GUAZU;CALLE 20 MONDAY
ALTO PARANA;MINGA GUAZU;KILOMETRO 30 EL MENSU SUB-URBANO
ALTO PARANA;MINGA GUAZU;CALLE 24 MONDAY
SAN PEDRO;GENERAL RESQUIN;COM INDIG AGUAPYTA KA´APOTY
BOQUERON;MARISCAL ESTIGARRIBIA;ZONA HERNANDARIAS
ALTO PARANA;MINGA GUAZU;CALLE 16 ACARAY
ALTO PARANA;MINGA GUAZU;CALLE 22 ACARAY SUB-URBANO
ALTO PARANA;MINGA GUAZU;KAVURE'I
ALTO PARANA;MINGA GUAZU;CALLE 20 ACARAY
ALTO PARANA;MINGA GUAZU;CALLE 22  MONDAY
ALTO PARANA;MINGA GUAZU;CALLE 20 ACARAY SUB-URBANO
ALTO PARANA;MINGA GUAZU;CALLE 26 MONDAY
ALTO PARANA;MINGA GUAZU;KILOMETRO 30 PIROY SUB-URBANO
ALTO PARANA;MINGA GUAZU;CALLE 28 MONDAY
ALTO PARANA;MINGA GUAZU;CALLE 30 MONDAY
ALTO PARANA;MINGA GUAZU;CALLE 16 ACARAY
ALTO PARANA;MINGA GUAZU;ASENT. CRISTO REY
ALTO PARANA;MINGA GUAZU;CALLE 22 ACARAY
SAN PEDRO;YATAITY DEL NORTE;SANTO DOMINGO
ALTO PARANA;MINGA GUAZU;ASENT. 2DA LINEA BOQUERON
ALTO PARANA;MINGA GUAZU;ASENT. CALLE 26 SAN ISDRO
ALTO PARANA;MINGA GUAZU;SAN ROQUE
ALTO PARANA;MINGA GUAZU;FRACCION LAS GARDENIAS
ALTO PARANA;MINGA GUAZU;MONTE LINDO
ALTO PARANA;MINGA GUAZU;FRACCION SANTA TERESA
ALTO PARANA;MINGA GUAZU;CALLE 26 ACARAY
ALTO PARANA;MINGA GUAZU;CALLE 14 MONDAY SUB-URBANO
ALTO PARANA;MINGA GUAZU;COLONIA TRIUNFO SUB-URBANO
ALTO PARANA;MINGA GUAZU;CALLE 24 ACARAY
ALTO PARANA;MINGA GUAZU;CALLE 30 ACARAY
ALTO PARANA;MINGA GUAZU;COLONIA TRIUNFO
ALTO PARANA;MINGA GUAZU;SANTA MONICA
ALTO PARANA;MINGA GUAZU;CONAVI
ALTO PARANA;MINGA GUAZU;FRACCION NORMA LUISA
ALTO PARANA;LOS CEDRALES;AURORA
ALTO PARANA;LOS CEDRALES;CENTRO
ALTO PARANA;LOS CEDRALES;LAURELES
ALTO PARANA;LOS CEDRALES;SAN ANTONIO
CAAGUAZU;CORONEL OVIEDO;ABUELITA
ALTO PARANA;LOS CEDRALES;COLONIA PENGO SAN MIGUEL
ALTO PARANA;LOS CEDRALES;COLONIA 22 DE MAYO
ALTO PARANA;LOS CEDRALES;SAN JUAN
ALTO PARANA;LOS CEDRALES;MARIA AUXILIADORA
ALTO PARANA;LOS CEDRALES;SAN MIGUEL
ALTO PARANA;LOS CEDRALES;ASENT. JAKARE KUA
ALTO PARANA;LOS CEDRALES;PARANA POTY GUARANI
ALTO PARANA;LOS CEDRALES;SANTA JULIANA
CAAGUAZU;YHU;SAN ANTONIO III
CAAGUAZU;CORONEL OVIEDO;OVANDO
ALTO PARANA;LOS CEDRALES;SAN JOSE
ALTO PARANA;HERNANDARIAS;SANTA ELENA
ALTO PARANA;YGUAZU;PUERTO MARGARITA
CAAGUAZU;YHU;LIMA
CAAGUAZU;SAN JOAQUIN;MALVINAS
CAAGUAZU;CORONEL OVIEDO;GENARO ROMERO
ALTO PARANA;LOS CEDRALES;GLEVA 4
ALTO PARANA;YGUAZU;SAN ISIDRO
ALTO PARANA;LOS CEDRALES;SOCIEGO
ALTO PARANA;YGUAZU;FRACCION SAN PEDRO
ALTO PARANA;LOS CEDRALES;CRUCERINHO
ALTO PARANA;YGUAZU;SANTO DOMINGO
ALTO PARANA;YGUAZU;SAN BLAS
ALTO PARANA;YGUAZU;KILOMETRO 49
CENTRAL;ITA;ITA POTRERO SUB-URBANO
ALTO PARANA;YGUAZU;KILOMETRO 51 A 52
ALTO PARANA;YGUAZU;KILOMETRO 44
ALTO PARANA;YGUAZU;NUEVA ALIANZA
ALTO PARANA;ÑACUNDAY;PARANAMBU 1
ALTO PARANA;ÑACUNDAY;SANTA ROSA
ALTO PARANA;ÑACUNDAY;ASENT. 8 DE DICIEMBRE
ALTO PARANA;JUAN E. O´LEARY;SAN FRANCISCO
ALTO PARANA;YGUAZU;KILOMETRO 46
ALTO PARANA;YGUAZU;VIRGEN DE CAACUPE
ALTO PARANA;ÑACUNDAY;COLONIA 8 DE DICIEMBRE
ALTO PARANA;ÑACUNDAY;ASENT. 8 DE DICIEMBRE - SANTA LUCIA
ALTO PARANA;ÑACUNDAY;COLONIA MBARETE SUB-URBANO
ALTO PARANA;PRESIDENTE FRANCO;SAN ANTONIO
ALTO PARANA;JUAN E. O´LEARY;SAN ISIDRO II
CAAZAPA;SAN JUAN NEPOMUCENO;MARIA AUXILIADORA
ALTO PARANA;JUAN E. O´LEARY;LAS MERCEDES
ALTO PARAGUAY;PUERTO CASADO;SAN JUAN
ALTO PARANA;JUAN E. O´LEARY;VIRGEN REINA
CAAGUAZU;REPATRIACION;CALLE PIRIBEBUY
ALTO PARANA;ÑACUNDAY;LOMAS VALENTINAS
ALTO PARANA;ÑACUNDAY;CHACORE PRIMERA LINEA
CAAGUAZU;NUEVA LONDRES;LA NOVIA
ALTO PARANA;ÑACUNDAY;CRUCE 24
ALTO PARANA;JUAN E. O´LEARY;LAS MERCEDES SUB-URBANO
ALTO PARANA;ÑACUNDAY;CENTRO
ALTO PARAGUAY;PUERTO CASADO;MARIA AUXILIADORA
AMAMBAY;PEDRO JUAN CABALLERO;GUARANI
ALTO PARANA;ÑACUNDAY;PUNTA JOVAI
ALTO PARANA;ÑACUNDAY;CHACORE SEGUNDA LINEA
ALTO PARAGUAY;FUERTE OLIMPO;SAN BLAS
ALTO PARANA;JUAN E. O´LEARY;SAN AGUSTIN
ALTO PARANA;JUAN E. O´LEARY;SAN PABLO
ALTO PARANA;JUAN E. O´LEARY;LA CANDELARIA
CAAGUAZU;NUEVA LONDRES;MBOREVI RUGUA
ALTO PARANA;ÑACUNDAY;CHACORE QUINTA LINEA
ALTO PARANA;ÑACUNDAY;AGROTORO SUB-URBANO
ALTO PARANA;ÑACUNDAY;ITAIPYTE
ALTO PARANA;ÑACUNDAY;ITAIPYTE SUB-URBANO
ALTO PARANA;JUAN E. O´LEARY;LA VICTORIA
ALTO PARANA;JUAN E. O´LEARY;TAKUARO SUR
ALTO PARANA;JUAN E. O´LEARY;LA VICTORIA YGUASU
ALTO PARANA;JUAN E. O´LEARY;8 DE DICIEMBRE
ALTO PARANA;JUAN E. O´LEARY;CALLE R.I. 14 CERRO CORA
ALTO PARANA;JUAN E. O´LEARY;LA VICTORIA MONDAY
CAAGUAZU;CORONEL OVIEDO;SAN LUIS
ALTO PARANA;JUAN E. O´LEARY;SAN ANTONIO
ALTO PARANA;JUAN E. O´LEARY;EL PROGRESO
ALTO PARANA;JUAN E. O´LEARY;LA CANDELARIA
ALTO PARANA;JUAN E. O´LEARY;VIRGEN INMACULADA CONCEPCION
ALTO PARANA;JUAN E. O´LEARY;CENTRO
ALTO PARANA;JUAN E. O´LEARY;SANTA ROSA
AMAMBAY;PEDRO JUAN CABALLERO;PERPETUO SOCORRO CENTRO
CAAGUAZU;CORONEL OVIEDO;JUAN LATIN
ALTO PARANA;JUAN E. O´LEARY;VIRGEN INMACULADA CONCEPCION
CENTRAL;J AUGUSTO SALDIVAR;FRACCION RESEDAD
CAAGUAZU;JOSE DOMINGO OCAMPOS;SAN ISIDRO NORTE
ALTO PARANA;JUAN E. O´LEARY;MARIA AUXILIADORA
ALTO PARANA;JUAN E. O´LEARY;SAN ISIDRO
ALTO PARANA;JUAN E. O´LEARY;SAN ISIDRO
ALTO PARANA;DOMINGO MARTINEZ DE IRALA;VILLA ALTA
ALTO PARANA;JUAN E. O´LEARY;SAN RAFAEL
ALTO PARANA;JUAN E. O´LEARY;SAN RAFAEL
ALTO PARANA;JUAN E. O´LEARY;TACUARA NORTE
CONCEPCION;SAN LAZARO;VALLEMI SAN BLAS SUB-URBANO
ALTO PARANA;ITAKYRY;SAN LORENZO
ALTO PARANA;ITAKYRY;SAN CAYETANO
ALTO PARANA;ITAKYRY;MARIA AUXILIADORA
CAAGUAZU;REPATRIACION;CAÑADA
ALTO PARANA;ITAKYRY;SANTA LIBRADA
CAAGUAZU;YHU;CALLE MBYKY
ALTO PARANA;ITAKYRY;SAN JOSE
ALTO PARANA;HERNANDARIAS;MARIA MAGDALENA
ALTO PARANA;ITAKYRY;CAPIIVARY
BOQUERON;MARISCAL ESTIGARRIBIA;ZONA GENERAL GARAY
CONCEPCION;CONCEPCION;DEL BAÑADO
ALTO PARANA;ITAKYRY;CRUCE ITAKYRY
ALTO PARANA;HERNANDARIAS;COLONIA LA FORTUNA SUB-URBANO
CAAGUAZU;YHU;SAN ANTONIO II
ALTO PARANA;ITAKYRY;ITAIPYTE
CENTRAL;YPANE;SANTA TERESA
GUAIRA;COLONIA INDEPENDENCIA;VISTA ALEGRE
ALTO PARANA;ITAKYRY;CRISTO REY
BOQUERON;LOMA PLATA;ALDEA REINLAND
ALTO PARANA;ITAKYRY;TIMBO
CAAGUAZU;SAN JOSE DE LOS ARROYOS;PRESIDENTE FRANCO
ALTO PARANA;ITAKYRY;LAGUNA
GUAIRA;PASO YOBAI;ASENT. SILVERA CUE
ALTO PARANA;ITAKYRY;CALLE 15 DE AGOSTO
ALTO PARAGUAY;PUERTO CASADO;SANTA TERESITA
ALTO PARAGUAY;FUERTE OLIMPO;DON BOSCO
ALTO PARANA;ITAKYRY;YTORORO
BOQUERON;MARISCAL ESTIGARRIBIA;ZONA AYALA VELAZQUEZ
ALTO PARANA;PRESIDENTE FRANCO;LAS MERCEDES
ALTO PARANA;ITAKYRY;SAN ANTONIO
CENTRAL;YPANE;SAN BLAS CONAVI
CAAGUAZU;CORONEL OVIEDO;AMANECER
CENTRAL;LIMPIO;SALADO AMANECER
ALTO PARANA;ITAKYRY;SANTA TERESITA
CAAGUAZU;SAN JOAQUIN;CUARTA
ALTO PARANA;HERNANDARIAS;ASENT. NIÑO JESUS
AMAMBAY;PEDRO JUAN CABALLERO;BERNARDINO CABALLERO
ALTO PARANA;ITAKYRY;JUANITA
ITAPUA;CAPITAN MEZA;CAPITAN MEZA KILOMETRO 16 A
ALTO PARANA;ITAKYRY;LOMAS
CONCEPCION;BELEN;6 DE AGOSTO
ALTO PARANA;ITAKYRY;SANTO DOMINGO
ITAPUA;SAN COSME Y DAMIAN;CAACUPE
ALTO PARANA;ITAKYRY;YTU
ALTO PARANA;PRESIDENTE FRANCO;AREA 5
ALTO PARANA;HERNANDARIAS;SAN FRANCISCO
ALTO PARANA;DR. JUAN LEON MALLORQUIN;INMACULADA
;;
AMAMBAY;PEDRO JUAN CABALLERO;AMARO KUE - CERRO KORA'I 1
ALTO PARANA;ITAKYRY;VILLAR KUE
ALTO PARANA;ITAKYRY;ZANJA MOROTI
ALTO PARANA;DR. JUAN LEON MALLORQUIN;SANTA LIBRADA
ALTO PARANA;DR. JUAN LEON MALLORQUIN;SAN ANTONIO
ALTO PARANA;ITAKYRY;LOTE 17
ALTO PARANA;HERNANDARIAS;COLONIA TORYVETE
AMAMBAY;PEDRO JUAN CABALLERO;LIBERTAD SUB-URBANO
BOQUERON;LOMA PLATA;SAN MIGUEL SUB-URBANO
ALTO PARANA;ITAKYRY;YKUA PORA
ALTO PARANA;ITAKYRY;CAPI'I
AMAMBAY;PEDRO JUAN CABALLERO;MARISCAL ESTIGARRIBIA
ALTO PARANA;ITAKYRY;ANGELITO
;;
AMAMBAY;PEDRO JUAN CABALLERO;ESTANCIAS KA'I MEMBY E YPANE
;;
AMAMBAY;PEDRO JUAN CABALLERO;CERRO KORA - PICADA LORITO
ALTO PARANA;ITAKYRY;VILLA CELESTE
ALTO PARANA;ITAKYRY;ASENT. CHINO'I - BASE 7
BOQUERON;MARISCAL ESTIGARRIBIA;SAGRADA FAMILIA
ALTO PARANA;ITAKYRY;COLONIA AGUAPE
BOQUERON;MARISCAL ESTIGARRIBIA;MARIA AUXILIADORA
ALTO PARANA;ITAKYRY;TAVA RORY SEGUNDA LINEA
ALTO PARANA;ITAKYRY;TAVA RORY
ALTO PARANA;ITAKYRY;ASENT. TRES MARIA
CAAGUAZU;CORONEL OVIEDO;AGUAPEY
ALTO PARANA;ITAKYRY;ASENT. SAN PEDRO
CAAGUAZU;CORONEL OVIEDO;CALLE MOREIRA
ALTO PARANA;HERNANDARIAS;SAN RAMON
ALTO PARANA;HERNANDARIAS;NUESTRA SRA DE LA ASUNCION
ALTO PARANA;ITAKYRY;ASENT.- CHINO'I - BASE 10
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG EL ESTRIBO-PARATODO´I
ÑEEMBUCU;VILLA FRANCA;BANCO PIRA'I
ALTO PARANA;ITAKYRY;ASENT.- CHINO'I - BASE 4
ALTO PARANA;ITAKYRY;TIERRA PROMETIDA
;;
ALTO PARANA;ITAKYRY;NARANJITO
ALTO PARANA;ITAKYRY;RANCHO ALEGRE
;;
;;
ALTO PARANA;ITAKYRY;NUEVA CONQUISTA
BOQUERON;FILADELFIA;ZONA KALAL
ALTO PARANA;ITAKYRY;ASENT. YKUA PORA
CANINDEYU;YPE JHU;VIRGEN DEL ROSARIO
ALTO PARANA;HERNANDARIAS;PARANA COUNTRY CLUB
CENTRAL;LIMPIO;ASENT. SALADITO CENTRO
AMAMBAY;ZANJA PYTA;VIRGEN DE CAACUPE
ALTO PARANA;HERNANDARIAS;AREA 6
SAN PEDRO;CAPIIBARY;1RO DE MARZO
ALTO PARANA;HERNANDARIAS;SAN MIGUEL
ALTO PARANA;HERNANDARIAS;SAN JOSE
ALTO PARANA;HERNANDARIAS;SAN LORENZO
ALTO PARANA;HERNANDARIAS;SANTO DOMINGO
CAAGUAZU;SAN JOAQUIN;YVU
ALTO PARANA;DR. JUAN LEON MALLORQUIN;SANTA ROSA
ALTO PARANA;HERNANDARIAS;AURORA
ALTO PARANA;HERNANDARIAS;SAN PABLO
CENTRAL;VILLETA;ASENT. ITA YVATE
ALTO PARANA;HERNANDARIAS;NUEVA ESPERANZA
CAAGUAZU;CORONEL OVIEDO;KAYGUA KOKUE
ALTO PARANA;HERNANDARIAS;FATIMA
ALTO PARANA;HERNANDARIAS;MARISCAL LOPEZ
BOQUERON;LOMA PLATA;ALDEA KLEISTADT
CENTRAL;ITAUGUA;CRISTO REY
ALTO PARANA;HERNANDARIAS;KA'AKUPEMI
;;
ALTO PARANA;HERNANDARIAS;BELLA VISTA
ALTO PARANA;HERNANDARIAS;BELLA VISTA
ALTO PARANA;PRESIDENTE FRANCO;CALLE 7
ALTO PARANA;HERNANDARIAS;MARACAMOA
ALTO PARANA;HERNANDARIAS;ORLANDO KUE
ALTO PARANA;HERNANDARIAS;LA FORTUNA UNIDA
ALTO PARANA;HERNANDARIAS;SANTA ROSA SUB-URBANO
ALTO PARANA;HERNANDARIAS;SANTA ROSA
ALTO PARANA;DR. JUAN LEON MALLORQUIN;PAZ DEL CHACO
CAAGUAZU;VAQUERIA;CANDELARIA 1RA FRACCION
CONCEPCION;CONCEPCION;SAN JOSE OLERO
ALTO PARANA;HERNANDARIAS;TATI JUPI
ALTO PARANA;HERNANDARIAS;ITAIPU
;;
ALTO PARANA;HERNANDARIAS;NUEVA FORTUNA
ALTO PARANA;HERNANDARIAS;SANTA MONICA
ALTO PARANA;HERNANDARIAS;TACURU PUKU
ALTO PARANA;DR. JUAN LEON MALLORQUIN;SAN BLAS
ALTO PARANA;HERNANDARIAS;ASENT. FELIX DE AZARA
AMAMBAY;PEDRO JUAN CABALLERO;VILLA ESTEFAN
CENTRAL;ITAUGUA;LAS MERCEDES
ALTO PARANA;HERNANDARIAS;FELIX DE AZARA
ALTO PARANA;HERNANDARIAS;TRIGAL 3
CENTRAL;ITAUGUA;ASENT. SAN MIGUEL
ALTO PARANA;DR. JUAN LEON MALLORQUIN;LOMA TAJY
ALTO PARANA;DR. JUAN LEON MALLORQUIN;ASENT. LOMA  PIRO'Y
ALTO PARANA;DR. JUAN LEON MALLORQUIN;SAN MIGUEL
ALTO PARANA;HERNANDARIAS;SAN ROQUE
ALTO PARANA;DR. JUAN LEON MALLORQUIN;VILLA SAN JUAN
ALTO PARANA;HERNANDARIAS;SAN FRANCISCO
ALTO PARANA;DR. JUAN LEON MALLORQUIN;SAN ANTONIO
ALTO PARANA;DR. JUAN LEON MALLORQUIN;VENECIA GUASU
ALTO PARANA;DR. JUAN LEON MALLORQUIN;YHOVY
ALTO PARANA;DR. JUAN LEON MALLORQUIN;8 DE DICIEMBRE
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG EL ESTRIBO-TRES TAMARINO
CONCEPCION;CONCEPCION;SAN JOSE PIRITY
ALTO PARANA;DR. JUAN LEON MALLORQUIN;VENECIA'I
BOQUERON;LOMA PLATA;REGION 180
ALTO PARANA;DR. JUAN LEON MALLORQUIN;POTRERO JARDIN NORTE
ALTO PARANA;DR. JUAN LEON MALLORQUIN;SANTA ANA
BOQUERON;MARISCAL ESTIGARRIBIA;NEULAND SUB-URBANO
BOQUERON;MARISCAL ESTIGARRIBIA;ZONA 4 VIENTOS
ALTO PARANA;DR. JUAN LEON MALLORQUIN;SAN ISIDRO
ALTO PARANA;DR. JUAN LEON MALLORQUIN;LA VICTORIA 1
CAAGUAZU;3 DE FEBRERO;GUAJAIVI
ALTO PARANA;DR. JUAN LEON MALLORQUIN;SANTA CATALINA
CANINDEYU;CURUGUATY;SANTA MARIA
ALTO PARANA;DR. JUAN LEON MALLORQUIN;LA VICTORIA 2
ALTO PARANA;DR. JUAN LEON MALLORQUIN;SANTA LIBRADA
CAAGUAZU;JOSE DOMINGO OCAMPOS;ZAPALLO
ALTO PARANA;DR. JUAN LEON MALLORQUIN;LOMA PIROY
PRESIDENTE HAYES;VILLA HAYES;COM INDIG COLONIA 96
SAN PEDRO;GENERAL RESQUIN;SAN VICENTE CALLE SAN RAMON 1
ALTO PARANA;DR. JUAN LEON MALLORQUIN;SAN FRANCISCO
ALTO PARANA;DOMINGO MARTINEZ DE IRALA;SAN PEDRO
ALTO PARANA;DOMINGO MARTINEZ DE IRALA;URBANO
CAAGUAZU;TEMBIAPORA;KAPIATI
ALTO PARANA;PRESIDENTE FRANCO;SAN RAFAEL
;;
;;
CAAGUAZU;NUEVA LONDRES;LAVO-I
CAAGUAZU;CORONEL OVIEDO;CALLE HOVY
ÑEEMBUCU;GENERAL DIAZ;CENTRO
BOQUERON;FILADELFIA;CAMPO LORO
ALTO PARANA;PRESIDENTE FRANCO;COLONIA ALFREDO PLA
ALTO PARANA;PRESIDENTE FRANCO;ASENT. SANTA CLARA
ALTO PARANA;DOMINGO MARTINEZ DE IRALA;ITA VERA
CAAGUAZU;CORONEL OVIEDO;SAN RAFAEL
SAN PEDRO;GUAJAYVI;ASENT. 11 DE JUNIO
ALTO PARANA;DOMINGO MARTINEZ DE IRALA;PIRA PYTAMI
PRESIDENTE HAYES;VILLA HAYES;COM INDIG KENKUKEK
ALTO PARANA;DOMINGO MARTINEZ DE IRALA;360 HECTAREAS
CAAGUAZU;CORONEL OVIEDO;ASENT. PARAISO
ALTO PARANA;DOMINGO MARTINEZ DE IRALA;PUERTO TABUCAY
ALTO PARANA;PRESIDENTE FRANCO;KILOMETRO 9 MONDAY
ALTO PARANA;PRESIDENTE FRANCO;PUEBLO DE DIOS SANTO DOMINGO
BOQUERON;LOMA PLATA;ZONA KALAL
CAAGUAZU;CORONEL OVIEDO;CORONEL POTY
ALTO PARANA;DOMINGO MARTINEZ DE IRALA;ITUTI
ALTO PARANA;PRESIDENTE FRANCO;SANTO DOMINGO
ALTO PARANA;PRESIDENTE FRANCO;ASENT. SAN ISIDRO
CAAGUAZU;CORONEL OVIEDO;FRACCION CIUDADELA
ALTO PARANA;DOMINGO MARTINEZ DE IRALA;ITALIANO-KUE
ALTO PARANA;PRESIDENTE FRANCO;CONAVI SANTA CLARA
ALTO PARANA;DOMINGO MARTINEZ DE IRALA;COLONIA PIRA PYTA
ALTO PARANA;CIUDAD DEL ESTE;SAN ALFREDO
ALTO PARANA;PRESIDENTE FRANCO;SANTA CLARA
BOQUERON;LOMA PLATA;LENDENOUF
ALTO PARANA;PRESIDENTE FRANCO;KILOMETRO 10 MONDAY
ALTO PARANA;DOMINGO MARTINEZ DE IRALA;BOQUERON
BOQUERON;LOMA PLATA;LOBENHAIN
ALTO PARANA;PRESIDENTE FRANCO;SAGRADO CORAZON DE JESUS
ALTO PARANA;PRESIDENTE FRANCO;SAN JORGE
ALTO PARANA;DOMINGO MARTINEZ DE IRALA;CAPILLA
ALTO PARANA;PRESIDENTE FRANCO;SAN MIGUEL - VILLA BAJA
ALTO PARANA;DOMINGO MARTINEZ DE IRALA;COLONIA JEPOPYHY - SAN ISDRO SUB-URBANO
ALTO PARAGUAY;CARMELO PERALTA;VIRGEN DEL CARMEN
ALTO PARANA;PRESIDENTE FRANCO;SAN MIGUEL
CENTRAL;NUEVA ITALIA;SAN FRANCISCO
ALTO PARANA;PRESIDENTE FRANCO;SAN FRANCISCO
ALTO PARAGUAY;CARMELO PERALTA;SAN BLAS
ALTO PARANA;PRESIDENTE FRANCO;SANTA ROSA
BOQUERON;MARISCAL ESTIGARRIBIA;ZONA CAMPO VIA
ALTO PARAGUAY;CARMELO PERALTA;SAN MIGUEL
ALTO PARAGUAY;BAHIA NEGRA;LAGERENZA'I
ALTO PARANA;PRESIDENTE FRANCO;SAN SEBASTIAN
ALTO PARANA;PRESIDENTE FRANCO;FRAY LUIS DE BOLAÑOS
ALTO PARANA;PRESIDENTE FRANCO;SAN PABLO - SAN JUAN
ALTO PARANA;CIUDAD DEL ESTE;SAN ISIDRO
ALTO PARANA;PRESIDENTE FRANCO;MARIA AUXILIADORA
BOQUERON;MARISCAL ESTIGARRIBIA;ZONA SANTA MARTA
BOQUERON;MARISCAL ESTIGARRIBIA;DEMATTEI
GUAIRA;GENERAL EUGENIO A. GARAY;SAN ANTONIO
ALTO PARANA;PRESIDENTE FRANCO;SAN JOSE OBRERO
ALTO PARANA;CIUDAD DEL ESTE;SAN MIGUEL - AREA 2
ALTO PARANA;PRESIDENTE FRANCO;FATIMA 1
BOQUERON;MARISCAL ESTIGARRIBIA;BUZARQUIS PLATANILLO
GUAIRA;GENERAL EUGENIO A. GARAY;SAN MIGUEL
ALTO PARANA;PRESIDENTE FRANCO;SAN LORENZO
ALTO PARANA;CIUDAD DEL ESTE;JUAN E O'LEARY
ALTO PARANA;PRESIDENTE FRANCO;SAN ISIDRO
ALTO PARANA;PRESIDENTE FRANCO;PENINSULA
CAAGUAZU;RAUL ARSENIO OVIEDO;CARRERIA'I
ALTO PARANA;CIUDAD DEL ESTE;SANTA ANA
ALTO PARANA;CIUDAD DEL ESTE;AREA 3
ALTO PARANA;PRESIDENTE FRANCO;PUERTO FLORES
ALTO PARANA;CIUDAD DEL ESTE;VILLA FANNY
CAAGUAZU;RAUL ARSENIO OVIEDO;SAN PEDRO
ALTO PARANA;CIUDAD DEL ESTE;REMANSITO
ALTO PARANA;CIUDAD DEL ESTE;MICROCENTRO
BOQUERON;MARISCAL ESTIGARRIBIA;ZONA MAYOR INFANTE RIVAROLA
ALTO PARANA;CIUDAD DEL ESTE;SAN BLAS
ALTO PARANA;CIUDAD DEL ESTE;AREA 4
ALTO PARANA;CIUDAD DEL ESTE;GENERAL BERNARDINO CABALLERO
CAAGUAZU;CORONEL OVIEDO;GENERAL DIAZ
ALTO PARANA;CIUDAD DEL ESTE;SAN LUCAS
ALTO PARANA;CIUDAD DEL ESTE;AREA 8
AMAMBAY;CAPITAN BADO;SAN ROQUE
ALTO PARAGUAY;FUERTE OLIMPO;MARIA AUXILIADORA
ALTO PARANA;CIUDAD DEL ESTE;BOQUERON
ALTO PARANA;CIUDAD DEL ESTE;AREA 1
ALTO PARAGUAY;CARMELO PERALTA;ISLA MARGARITA
ALTO PARANA;CIUDAD DEL ESTE;PABLO ROJAS
ALTO PARAGUAY;CARMELO PERALTA;PUERTO GUARANI - SUB URBANO
ALTO PARANA;CIUDAD DEL ESTE;LA BLANCA
ALTO PARAGUAY;CARMELO PERALTA;COLONIA ANGEL MUZZOLON
ALTO PARANA;CIUDAD DEL ESTE;8 A 9 MONDAY
ITAPUA;NATALIO;SAN JOSE
CENTRAL;SAN LORENZO;LA ENCARNACION
ALTO PARANA;CIUDAD DEL ESTE;11 A 13 MONDAY
BOQUERON;MARISCAL ESTIGARRIBIA;ZONA AVALOS SANCHEZ
ALTO PARANA;CIUDAD DEL ESTE;CIUDAD NUEVA
ALTO PARAGUAY;PUERTO CASADO;SAN ANTONIO
ALTO PARAGUAY;PUERTO CASADO;SAN RAMON
ITAPUA;OBLIGADO;CRISTO REY
ALTO PARANA;CIUDAD DEL ESTE;CHE LA REINA
CAAGUAZU;CORONEL OVIEDO;SAN ROQUE
CAAGUAZU;SAN JOAQUIN;VIRGEN DEL CARMEN
ALTO PARANA;CIUDAD DEL ESTE;CAROLINA - LAS MERCEDES - MBURUKUJA
AMAMBAY;CAPITAN BADO;SAN JOSE
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COLONIA FALCON
BOQUERON;FILADELFIA;15 DE AGOSTO
AMAMBAY;PEDRO JUAN CABALLERO;GENERAL GENES
ALTO PARANA;CIUDAD DEL ESTE;DON BOSCO
ALTO PARANA;CIUDAD DEL ESTE;SAN JUAN - 7 A 9 ACARAY
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;LAGUNITA
ITAPUA;CAPITAN MEZA;ITAKUA
ALTO PARANA;CIUDAD DEL ESTE;SAN JUAN - JARDIN DEL ESTE - 7 A 9 ACARAY
CAAZAPA;YUTY;AZAME KUE
ALTO PARANA;CIUDAD DEL ESTE;11 A 13 ACARAY
CENTRAL;LIMPIO;ASENT. SANTO DOMINGO SALADO
ALTO PARAGUAY;FUERTE OLIMPO;MARIA AUXILIADORA
ALTO PARANA;CIUDAD DEL ESTE;9 A 11 MONDAY
ALTO PARAGUAY;CARMELO PERALTA;PUERTO SASTRE - LA ESPERANZA
CAAGUAZU;CORONEL OVIEDO;CALLE ARROZ
ALTO PARAGUAY;CARMELO PERALTA;PUERTO SASTRE - LA ESPERANZA SUB-URBANO
ALTO PARAGUAY;CARMELO PERALTA;CAACUPE
BOQUERON;LOMA PLATA;LOMA PLATA PERIFERIA
ALTO PARAGUAY;BAHIA NEGRA;LAGERENZA 4 DE MAYO
;;
AMAMBAY;CAPITAN BADO;ESTANCIA CERRO VERDE
CAAGUAZU;SAN JOAQUIN;JUAN SINFORIANO BOGARIN - SAN FRANCISCO
AMAMBAY;CAPITAN BADO;YSOSO
AMAMBAY;CAPITAN BADO;SAN MIGUEL
ALTO PARAGUAY;BAHIA NEGRA;ZONA AGUA DULCE
